"lb" "ub" "rho"
4046201 4046300 52.03
4046301 4046400 18.364
4050301 4050400 19.384
4051201 4051300 87.737
4052401 4052500 51.01
4052501 4052600 18.364
4054801 4054900 30.606
4055101 4055200 101
4055301 4055400 17.343
4055801 4055900 16.323
4056701 4056800 19.384
4058201 4058300 80.596
4058501 4058600 84.677
4058701 4058800 16.323
4059101 4059200 73.455
4059201 4059300 68.354
4059301 4059400 3.061
4059501 4059600 2.04
4061001 4061100 33.667
4061401 4061500 10.202
4062001 4062100 81.616
4062101 4062200 21.424
4062301 4062400 46.929
4062701 4062800 89.778
4063901 4064000 33.667
4064801 4064900 1.02
4065601 4065700 64.273
4066301 4066400 15.303
4066401 4066500 36.727
4066801 4066900 0
4066901 4067000 8.162
4070001 4070100 17.343
4070301 4070400 2.04
4072601 4072700 32.646
4075901 4076000 4.081
4076201 4076300 8.162
4076301 4076400 0
4076701 4076800 6.121
4077001 4077100 17.343
4083301 4083400 29.586
4084901 4085000 0
4088401 4088500 0
4088601 4088700 27.545
4089001 4089100 67.333
4089201 4089300 66.313
4089501 4089600 92.838
4093901 4094000 0
4095201 4095300 3.061
4097901 4098000 0
4100101 4100200 16.323
4100501 4100600 2.04
4103201 4103300 34.687
4103901 4104000 0
4104601 4104700 0
4106401 4106500 30.606
4106801 4106900 33.667
4107101 4107200 30.606
4107701 4107800 82.636
4109501 4109600 98.96
4109701 4109800 26.525
4110001 4110100 57.131
4110201 4110300 32.646
4111301 4111400 96.919
4111501 4111600 101
4111801 4111900 36.727
4111901 4112000 42.848
4112301 4112400 37.747
4113101 4113200 52.03
4113301 4113400 0
4115201 4115300 0
4115301 4115400 46.929
4116101 4116200 34.687
4116801 4116900 8.162
4117401 4117500 56.111
4118001 4118100 30.606
4118101 4118200 17.343
4118401 4118500 16.323
4118901 4119000 30.606
4121401 4121500 13.263
4121601 4121700 31.626
4123701 4123800 40.808
4124301 4124400 66.313
4125501 4125600 101
4126501 4126600 21.424
4127401 4127500 101
4127501 4127600 2.04
4128601 4128700 99.98
4128701 4128800 78.556
4128801 4128900 98.96
4131301 4131400 68.354
4132501 4132600 5.101
4138401 4138500 71.414
4138501 4138600 34.687
4138801 4138900 101
4138901 4139000 6.121
4142901 4143000 61.212
4150901 4151000 5.101
4152001 4152100 2.04
4157401 4157500 101
4157801 4157900 22.444
4158601 4158700 33.667
4160001 4160100 48.97
4161401 4161500 34.687
4162301 4162400 64.273
4163601 4163700 54.071
4163801 4163900 3.061
4165001 4165100 0
4166101 4166200 79.576
4168301 4168400 3.061
4168401 4168500 3.061
4168601 4168700 44.889
4168701 4168800 31.626
4169601 4169700 38.768
4169901 4170000 0
4171001 4171100 101
4173701 4173800 67.333
4174201 4174300 17.343
4174401 4174500 24.485
4174501 4174600 0
4175301 4175400 44.889
4176801 4176900 70.394
4177701 4177800 0
4178201 4178300 14.283
4180601 4180700 35.707
4180701 4180800 64.273
4180801 4180900 80.596
4182401 4182500 85.697
4182501 4182600 38.768
4182601 4182700 2.04
4182701 4182800 43.869
4188001 4188100 1.02
4191101 4191200 0
4191601 4191700 33.667
4193701 4193800 4.081
4193901 4194000 14.283
4195201 4195300 0
4195801 4195900 0
4197401 4197500 101
4200801 4200900 2.04
4202101 4202200 51.01
4202601 4202700 53.051
4202801 4202900 29.586
4203301 4203400 58.152
4204001 4204100 17.343
4205201 4205300 2.04
4207001 4207100 79.576
4207901 4208000 35.707
4208201 4208300 49.99
4209401 4209500 96.919
4210601 4210700 31.626
4215601 4215700 51.01
4216901 4217000 23.465
4217101 4217200 101
4217901 4218000 0
4218401 4218500 42.848
4218801 4218900 0
4219601 4219700 0
4220501 4220600 2.04
4222101 4222200 0
4223301 4223400 0
4223501 4223600 3.061
4223601 4223700 2.04
4226201 4226300 0
4226501 4226600 73.455
4226701 4226800 0
4226901 4227000 2.04
4228401 4228500 45.909
4230101 4230200 10.202
4230901 4231000 0
4231401 4231500 11.222
4231501 4231600 19.384
4231801 4231900 9.182
4232801 4232900 22.444
4234701 4234800 101
4234801 4234900 5.101
4235801 4235900 77.535
4238601 4238700 27.545
4239801 4239900 92.838
4239901 4240000 49.99
4241101 4241200 24.485
4244801 4244900 26.525
4245801 4245900 0
4246101 4246200 63.253
4246701 4246800 51.01
4249101 4249200 30.606
4249301 4249400 72.434
4253801 4253900 2.04
4255201 4255300 23.465
4256201 4256300 71.414
4257001 4257100 101
4257801 4257900 1.02
4261101 4261200 25.505
4263101 4263200 24.485
4264601 4264700 17.343
4264801 4264900 29.586
4266201 4266300 97.939
4266801 4266900 54.071
4267001 4267100 24.485
4267301 4267400 28.566
4267401 4267500 44.889
4267601 4267700 48.97
4270301 4270400 69.374
4270601 4270700 61.212
4271201 4271300 21.424
4276401 4276500 44.889
4276701 4276800 101
4276901 4277000 67.333
4277501 4277600 3.061
4279801 4279900 27.545
4281201 4281300 101
4281601 4281700 0
4282201 4282300 18.364
4282601 4282700 13.263
4284001 4284100 52.03
4284801 4284900 75.495
4285601 4285700 72.434
4285701 4285800 11.222
4285901 4286000 52.03
4287501 4287600 99.98
4287601 4287700 17.343
4291601 4291700 99.98
4294901 4295000 33.667
4295501 4295600 20.404
4295601 4295700 47.949
4296101 4296200 0
4298101 4298200 22.444
4298201 4298300 79.576
4301101 4301200 96.919
4301201 4301300 15.303
4304801 4304900 64.273
4305201 4305300 40.808
4305301 4305400 3.061
4305401 4305500 72.434
4305501 4305600 1.02
4308201 4308300 30.606
4308301 4308400 72.434
4310101 4310200 40.808
4312601 4312700 0
4312801 4312900 41.828
4313301 4313400 0
4313801 4313900 2.04
4314101 4314200 95.899
4315101 4315200 40.808
4316101 4316200 14.283
4316201 4316300 36.727
4316601 4316700 48.97
4317701 4317800 2.04
4319401 4319500 13.263
4322501 4322600 31.626
4325201 4325300 9.182
4327301 4327400 0
4327501 4327600 43.869
4328801 4328900 33.667
4328901 4329000 38.768
4329001 4329100 25.505
4331201 4331300 10.202
4332101 4332200 27.545
4336901 4337000 26.525
4338901 4339000 7.141
4340001 4340100 56.111
4340201 4340300 60.192
4340401 4340500 81.616
4340801 4340900 10.202
4340901 4341000 63.253
4341701 4341800 76.515
4345701 4345800 11.222
4352901 4353000 26.525
4354501 4354600 101
4354601 4354700 15.303
4355001 4355100 3.061
4355101 4355200 3.061
4356001 4356100 101
4358901 4359000 29.586
4359201 4359300 27.545
4359501 4359600 13.263
4359801 4359900 33.667
4360101 4360200 41.828
4362801 4362900 47.949
4363401 4363500 68.354
4363601 4363700 74.475
4364001 4364100 5.101
4367901 4368000 27.545
4368101 4368200 83.657
4368501 4368600 26.525
4369901 4370000 0
4373001 4373100 22.444
4373501 4373600 76.515
4373801 4373900 0
4376701 4376800 5.101
4378301 4378400 97.939
4381601 4381700 51.01
4383101 4383200 66.313
4383201 4383300 22.444
4385001 4385100 0
4386901 4387000 96.919
4387401 4387500 68.354
4388701 4388800 80.596
4390201 4390300 40.808
4397701 4397800 56.111
4397801 4397900 0
4398801 4398900 45.909
4399601 4399700 62.232
4402601 4402700 14.283
4405601 4405700 43.869
4405701 4405800 38.768
4406001 4406100 44.889
4406801 4406900 1.02
4407701 4407800 49.99
4408801 4408900 2.04
4408901 4409000 0
4414401 4414500 2.04
4414701 4414800 0
4415801 4415900 77.535
4418101 4418200 2.04
4421901 4422000 0
4422101 4422200 38.768
4422401 4422500 101
4422501 4422600 61.212
4423301 4423400 0
4423501 4423600 21.424
4425101 4425200 7.141
4425601 4425700 101
4425801 4425900 2.04
4428501 4428600 29.586
4428701 4428800 43.869
4429001 4429100 2.04
4430501 4430600 51.01
4431101 4431200 25.505
4431401 4431500 95.899
4432501 4432600 6.121
4433501 4433600 97.939
4433801 4433900 101
4434401 4434500 45.909
4434501 4434600 0
4434801 4434900 25.505
4435401 4435500 67.333
4436301 4436400 56.111
4437901 4438000 28.566
4441101 4441200 96.919
4442501 4442600 10.202
4444901 4445000 23.465
4446201 4446300 19.384
4449601 4449700 2.04
4449901 4450000 2.04
4450301 4450400 101
4452101 4452200 74.475
4453301 4453400 2.04
4454701 4454800 57.131
4454801 4454900 0
4455801 4455900 32.646
4455901 4456000 36.727
4458001 4458100 19.384
4458701 4458800 2.04
4458801 4458900 22.444
4460301 4460400 68.354
4464501 4464600 28.566
4464601 4464700 0
4464801 4464900 95.899
4464901 4465000 0
4468401 4468500 3.061
4470801 4470900 5.101
4471101 4471200 2.04
4471701 4471800 87.737
4473601 4473700 7.141
4474101 4474200 14.283
4475501 4475600 19.384
4475701 4475800 101
4476701 4476800 1.02
4479501 4479600 85.697
4481801 4481900 2.04
4481901 4482000 101
4483501 4483600 11.222
4483701 4483800 47.949
4484301 4484400 49.99
4485701 4485800 2.04
4485801 4485900 2.04
4486401 4486500 0
4486901 4487000 1.02
4487601 4487700 39.788
4487701 4487800 17.343
4488301 4488400 13.263
4488701 4488800 0
4489801 4489900 36.727
4490801 4490900 39.788
4492101 4492200 89.778
4492401 4492500 68.354
4493501 4493600 23.465
4497201 4497300 19.384
4501501 4501600 46.929
4502301 4502400 22.444
4502901 4503000 1.02
4503301 4503400 51.01
4503601 4503700 42.848
4506201 4506300 1.02
4506501 4506600 43.869
4507301 4507400 25.505
4507501 4507600 11.222
4511801 4511900 2.04
4511901 4512000 2.04
4513501 4513600 57.131
4514001 4514100 96.919
4514401 4514500 2.04
4514601 4514700 94.879
4514801 4514900 3.061
4516501 4516600 25.505
4517401 4517500 96.919
4517701 4517800 0
4519801 4519900 1.02
4520301 4520400 67.333
4523201 4523300 85.697
4524001 4524100 101
4524901 4525000 48.97
4528801 4528900 98.96
4529401 4529500 10.202
4529501 4529600 46.929
4531001 4531100 93.859
4532801 4532900 6.121
4532901 4533000 63.253
4533501 4533600 32.646
4536701 4536800 46.929
4537901 4538000 22.444
4538601 4538700 35.707
4539301 4539400 2.04
4542701 4542800 65.293
4546101 4546200 35.707
4546701 4546800 20.404
4548001 4548100 0
4548701 4548800 2.04
4559701 4559800 3.061
4560601 4560700 25.505
4563001 4563100 20.404
4566901 4567000 20.404
4567401 4567500 3.061
4571201 4571300 55.091
4571501 4571600 2.04
4572301 4572400 3.061
4576401 4576500 1.02
4577101 4577200 2.04
4577901 4578000 0
4578301 4578400 60.192
4578401 4578500 25.505
4579301 4579400 44.889
4581901 4582000 30.606
4583001 4583100 2.04
4583801 4583900 0
4584201 4584300 101
4584701 4584800 14.283
4585101 4585200 52.03
4586401 4586500 85.697
4587101 4587200 17.343
4587201 4587300 62.232
4587901 4588000 31.626
4591301 4591400 22.444
4591901 4592000 39.788
4592601 4592700 0
4597701 4597800 30.606
4600301 4600400 3.061
4612301 4612400 3.061
4613801 4613900 2.04
4614201 4614300 3.061
4614401 4614500 0
4616601 4616700 14.283
4617301 4617400 38.768
4617601 4617700 67.333
4619901 4620000 101
4623601 4623700 4.081
4624901 4625000 90.798
4625001 4625100 81.616
4627001 4627100 99.98
4628501 4628600 29.586
4629301 4629400 29.586
4630001 4630100 3.061
4633201 4633300 0
4633701 4633800 0
4634001 4634100 0
4634101 4634200 21.424
4634201 4634300 34.687
4635501 4635600 82.636
4635701 4635800 2.04
4635901 4636000 23.465
4636101 4636200 78.556
4637801 4637900 76.515
4638001 4638100 2.04
4638901 4639000 34.687
4639401 4639500 46.929
4640101 4640200 22.444
4640801 4640900 32.646
4643201 4643300 53.051
4643501 4643600 101
4643601 4643700 0
4645101 4645200 101
4645901 4646000 26.525
4646101 4646200 101
4647001 4647100 3.061
4647101 4647200 27.545
4649701 4649800 10.202
4650101 4650200 1.02
4650201 4650300 101
4650401 4650500 0
4651301 4651400 95.899
4651701 4651800 4.081
4652101 4652200 8.162
4653301 4653400 3.061
4653501 4653600 98.96
4654401 4654500 35.707
4656101 4656200 29.586
4656501 4656600 101
4656601 4656700 20.404
4656801 4656900 54.071
4657101 4657200 48.97
4658501 4658600 40.808
4659301 4659400 52.03
4660001 4660100 12.242
4660201 4660300 6.121
4661201 4661300 17.343
4661901 4662000 32.646
4663901 4664000 64.273
4664201 4664300 30.606
4667701 4667800 1.02
4668201 4668300 59.172
4668301 4668400 97.939
4668401 4668500 101
4670701 4670800 0
4671201 4671300 44.889
4671401 4671500 0
4672301 4672400 0
4673401 4673500 45.909
4674101 4674200 101
4687301 4687400 64.273
4688001 4688100 58.152
4689901 4690000 36.727
4690101 4690200 3.061
4690301 4690400 2.04
4690901 4691000 53.051
4691001 4691100 28.566
4691301 4691400 0
4692001 4692100 38.768
4692401 4692500 11.222
4693301 4693400 0
4693601 4693700 2.04
4693901 4694000 1.02
4694301 4694400 20.404
4694601 4694700 31.626
4695501 4695600 96.919
4695901 4696000 99.98
4696701 4696800 40.808
4697501 4697600 38.768
4699401 4699500 101
4700501 4700600 36.727
4700901 4701000 19.384
4701801 4701900 32.646
4703001 4703100 25.505
4703801 4703900 32.646
4704201 4704300 26.525
4706301 4706400 97.939
4708001 4708100 2.04
4708201 4708300 13.263
4708601 4708700 2.04
4712401 4712500 28.566
4713301 4713400 101
4713901 4714000 81.616
4714001 4714100 53.051
4714201 4714300 0
4714501 4714600 0
4714901 4715000 31.626
4715901 4716000 51.01
4716301 4716400 42.848
4717801 4717900 99.98
4721101 4721200 14.283
4722201 4722300 33.667
4722401 4722500 98.96
4723001 4723100 43.869
4723401 4723500 2.04
4723601 4723700 45.909
4724001 4724100 67.333
4725601 4725700 2.04
4726201 4726300 23.465
4726801 4726900 25.505
4729701 4729800 3.061
4729801 4729900 0
4734301 4734400 101
4734901 4735000 53.051
4735201 4735300 91.818
4735701 4735800 19.384
4736601 4736700 3.061
4737601 4737700 59.172
4739301 4739400 2.04
4739501 4739600 0
4739601 4739700 0
4741201 4741300 82.636
4741901 4742000 1.02
4742701 4742800 38.768
4742801 4742900 22.444
4743001 4743100 101
4744701 4744800 41.828
4745801 4745900 32.646
4746401 4746500 5.101
4748701 4748800 11.222
4749101 4749200 0
4750701 4750800 0
4751201 4751300 39.788
4751401 4751500 4.081
4751601 4751700 2.04
4752101 4752200 86.717
4752701 4752800 1.02
4753801 4753900 84.677
4754301 4754400 101
4755801 4755900 43.869
4756601 4756700 27.545
4757101 4757200 37.747
4757501 4757600 48.97
4758101 4758200 3.061
4760501 4760600 0
4762301 4762400 39.788
4763801 4763900 2.04
4764701 4764800 101
4765101 4765200 28.566
4765301 4765400 2.04
4767201 4767300 23.465
4769101 4769200 40.808
4769601 4769700 63.253
4769701 4769800 77.535
4769801 4769900 27.545
4769901 4770000 28.566
4770101 4770200 8.162
4770501 4770600 0
4773301 4773400 52.03
4773701 4773800 69.374
4777801 4777900 87.737
4781301 4781400 29.586
4782301 4782400 0
4784801 4784900 29.586
4786901 4787000 37.747
4791001 4791100 99.98
4793701 4793800 36.727
4793901 4794000 34.687
4794201 4794300 43.869
4794501 4794600 16.323
4795501 4795600 57.131
4796901 4797000 10.202
4797401 4797500 94.879
4798901 4799000 45.909
4800401 4800500 73.455
4801401 4801500 65.293
4801701 4801800 20.404
4802101 4802200 72.434
4807201 4807300 66.313
4807501 4807600 53.051
4807601 4807700 101
4811401 4811500 0
4811701 4811800 51.01
4812701 4812800 2.04
4815101 4815200 2.04
4816701 4816800 3.061
4819901 4820000 36.727
4822601 4822700 26.525
4822701 4822800 84.677
4822901 4823000 77.535
4823001 4823100 31.626
4824101 4824200 29.586
4824401 4824500 88.758
4830501 4830600 101
4830801 4830900 28.566
4831001 4831100 20.404
4831101 4831200 34.687
4831901 4832000 2.04
4834001 4834100 39.788
4834501 4834600 12.242
4834601 4834700 0
4835001 4835100 33.667
4835301 4835400 38.768
4835801 4835900 99.98
4836201 4836300 12.242
4837201 4837300 68.354
4838401 4838500 0
4840501 4840600 101
4841701 4841800 2.04
4842101 4842200 59.172
4842201 4842300 0
4842301 4842400 40.808
4842701 4842800 93.859
4843201 4843300 0
4843401 4843500 49.99
4843601 4843700 32.646
4843701 4843800 54.071
4844801 4844900 66.313
4847501 4847600 101
4848901 4849000 51.01
4850001 4850100 101
4851001 4851100 10.202
4852701 4852800 0
4853201 4853300 40.808
4853701 4853800 1.02
4853801 4853900 2.04
4854001 4854100 33.667
4854601 4854700 84.677
4854701 4854800 2.04
4857001 4857100 0
4857201 4857300 11.222
4857501 4857600 40.808
4858701 4858800 21.424
4858801 4858900 35.707
4859201 4859300 0
4859401 4859500 94.879
4860001 4860100 31.626
4860501 4860600 26.525
4861501 4861600 69.374
4862001 4862100 28.566
4866601 4866700 62.232
4866801 4866900 0
4867001 4867100 0
4867801 4867900 22.444
4868001 4868100 54.071
4868301 4868400 4.081
4868901 4869000 55.091
4869601 4869700 0
4871201 4871300 0
4872801 4872900 46.929
4874001 4874100 56.111
4874601 4874700 0
4881901 4882000 51.01
4882601 4882700 3.061
4882801 4882900 35.707
4886301 4886400 21.424
4888901 4889000 18.364
4889101 4889200 15.303
4889601 4889700 59.172
4889801 4889900 21.424
4892701 4892800 98.96
4892801 4892900 22.444
4893101 4893200 82.636
4893401 4893500 39.788
4895401 4895500 20.404
4895801 4895900 46.929
4902001 4902100 39.788
4911901 4912000 18.364
4912201 4912300 101
4913801 4913900 34.687
4915801 4915900 0
4916101 4916200 3.061
4916301 4916400 39.788
4916701 4916800 74.475
4916801 4916900 30.606
4917101 4917200 20.404
4918001 4918100 14.283
4918401 4918500 24.485
4921201 4921300 51.01
4925401 4925500 3.061
4929701 4929800 0
4931201 4931300 30.606
4932701 4932800 2.04
4936601 4936700 2.04
4936701 4936800 75.495
4936801 4936900 53.051
4937601 4937700 0
4940001 4940100 21.424
4940401 4940500 49.99
4941401 4941500 41.828
4942801 4942900 3.061
4944201 4944300 43.869
4945001 4945100 1.02
4945301 4945400 25.505
4945901 4946000 40.808
4950501 4950600 2.04
4954701 4954800 1.02
4954801 4954900 2.04
4955801 4955900 42.848
4960101 4960200 5.101
4960501 4960600 101
4960601 4960700 51.01
4961101 4961200 40.808
4962901 4963000 0
4963301 4963400 101
4966101 4966200 54.071
4969601 4969700 0
4970501 4970600 64.273
4971201 4971300 53.051
4974201 4974300 60.192
4974301 4974400 30.606
4974601 4974700 0
4975101 4975200 57.131
4976201 4976300 36.727
4977901 4978000 0
4988701 4988800 61.212
4989401 4989500 55.091
4994501 4994600 101
4995401 4995500 54.071
4995501 4995600 79.576
4998201 4998300 24.485
5008401 5008500 5.101
5008501 5008600 0
5010301 5010400 39.788
5012601 5012700 20.404
5015101 5015200 82.636
5015601 5015700 42.848
5016101 5016200 67.333
5016201 5016300 49.99
5017601 5017700 31.626
5017801 5017900 21.424
5022401 5022500 8.162
5022701 5022800 0
5023001 5023100 46.929
5024501 5024600 39.788
5025001 5025100 0
5025101 5025200 14.283
5025801 5025900 81.616
5026201 5026300 56.111
5026801 5026900 66.313
5029701 5029800 42.848
5029901 5030000 2.04
5030601 5030700 88.758
5032101 5032200 4.081
5034001 5034100 11.222
5034301 5034400 23.465
5034801 5034900 91.818
5037201 5037300 90.798
5040201 5040300 92.838
5044101 5044200 46.929
5045001 5045100 49.99
5049201 5049300 33.667
5049301 5049400 43.869
5051501 5051600 47.949
5052901 5053000 2.04
5053101 5053200 2.04
5053301 5053400 3.061
5053701 5053800 30.606
5054201 5054300 30.606
5054901 5055000 101
5055001 5055100 91.818
5055301 5055400 0
5055401 5055500 101
5055901 5056000 69.374
5057801 5057900 2.04
5058501 5058600 35.707
5059001 5059100 87.737
5059601 5059700 0
5062201 5062300 25.505
5063801 5063900 33.667
5063901 5064000 90.798
5064801 5064900 48.97
5065001 5065100 2.04
5066001 5066100 24.485
5066201 5066300 36.727
5070701 5070800 34.687
5071001 5071100 0
5071301 5071400 24.485
5071901 5072000 7.141
5072301 5072400 6.121
5072501 5072600 22.444
5072601 5072700 9.182
5072701 5072800 40.808
5074601 5074700 2.04
5075501 5075600 2.04
5076101 5076200 39.788
5078801 5078900 1.02
5079801 5079900 0
5081601 5081700 3.061
5086301 5086400 2.04
5086501 5086600 74.475
5086801 5086900 99.98
5089701 5089800 92.838
5090601 5090700 55.091
5091401 5091500 2.04
5091701 5091800 31.626
5091901 5092000 74.475
5092301 5092400 49.99
5092601 5092700 51.01
5092701 5092800 14.283
5093501 5093600 44.889
5093601 5093700 24.485
5094201 5094300 94.879
5095101 5095200 89.778
5097101 5097200 0
5098301 5098400 0
5099201 5099300 46.929
5101101 5101200 1.02
5101401 5101500 0
5101801 5101900 39.788
5102301 5102400 5.101
5102601 5102700 41.828
5102801 5102900 2.04
5105401 5105500 60.192
5105901 5106000 53.051
5107701 5107800 18.364
5108401 5108500 27.545
5109001 5109100 37.747
5110201 5110300 1.02
5112001 5112100 26.525
5119501 5119600 2.04
5120201 5120300 9.182
5121301 5121400 20.404
5123301 5123400 82.636
5123601 5123700 60.192
5124701 5124800 33.667
5124801 5124900 3.061
5126601 5126700 0
5127001 5127100 13.263
5128901 5129000 51.01
5129201 5129300 53.051
5131401 5131500 4.081
5132301 5132400 42.848
5132901 5133000 0
5136901 5137000 22.444
5137201 5137300 20.404
5137901 5138000 20.404
5138701 5138800 56.111
5139901 5140000 98.96
5141101 5141200 65.293
5141301 5141400 69.374
5141801 5141900 101
5141901 5142000 58.152
5142201 5142300 32.646
5142501 5142600 42.848
5145101 5145200 36.727
5145201 5145300 24.485
5145501 5145600 12.242
5145601 5145700 101
5145801 5145900 0
5147501 5147600 54.071
5150101 5150200 101
5152801 5152900 39.788
5153001 5153100 90.798
5153101 5153200 101
5154901 5155000 31.626
5157001 5157100 101
5157801 5157900 1.02
5160001 5160100 40.808
5160101 5160200 63.253
5161001 5161100 25.505
5161301 5161400 7.141
5163101 5163200 54.071
5163601 5163700 54.071
5166901 5167000 54.071
5168201 5168300 26.525
5168401 5168500 101
5168501 5168600 17.343
5168601 5168700 25.505
5168701 5168800 1.02
5169601 5169700 29.586
5170101 5170200 20.404
5170701 5170800 0
5170901 5171000 0
5171001 5171100 45.909
5173801 5173900 2.04
5175101 5175200 40.808
5176601 5176700 13.263
5176801 5176900 9.182
5176901 5177000 49.99
5177901 5178000 62.232
5178901 5179000 53.051
5180501 5180600 2.04
5181601 5181700 70.394
5181701 5181800 2.04
5183501 5183600 12.242
5183601 5183700 101
5184101 5184200 2.04
5186101 5186200 68.354
5186601 5186700 0
5186801 5186900 2.04
5186901 5187000 72.434
5187201 5187300 28.566
5190601 5190700 99.98
5193701 5193800 0
5194901 5195000 34.687
5198101 5198200 80.596
5198201 5198300 3.061
5199501 5199600 49.99
5201701 5201800 101
5202401 5202500 42.848
5204401 5204500 69.374
5207101 5207200 101
5208901 5209000 11.222
5211201 5211300 55.091
5213201 5213300 22.444
5213501 5213600 2.04
5215401 5215500 101
5215701 5215800 8.162
5215801 5215900 101
5217601 5217700 57.131
5217701 5217800 36.727
5218901 5219000 0
5219401 5219500 43.869
5219701 5219800 63.253
5222201 5222300 55.091
5225501 5225600 24.485
5225601 5225700 64.273
5226001 5226100 28.566
5227101 5227200 3.061
5228601 5228700 68.354
5230101 5230200 51.01
5231001 5231100 27.545
5232001 5232100 71.414
5237201 5237300 0
5237801 5237900 87.737
5238101 5238200 75.495
5238801 5238900 2.04
5240101 5240200 17.343
5240401 5240500 22.444
5240501 5240600 12.242
5240601 5240700 65.293
5241101 5241200 98.96
5242301 5242400 8.162
5244101 5244200 59.172
5246601 5246700 11.222
5246701 5246800 1.02
5247401 5247500 24.485
5250301 5250400 97.939
5250901 5251000 57.131
5251701 5251800 51.01
5254501 5254600 86.717
5254701 5254800 30.606
5254901 5255000 0
5255001 5255100 53.051
5256001 5256100 30.606
5257801 5257900 87.737
5257901 5258000 98.96
5258001 5258100 58.152
5258401 5258500 59.172
5258501 5258600 40.808
5258701 5258800 83.657
5259601 5259700 73.455
5261101 5261200 55.091
5261301 5261400 37.747
5261601 5261700 12.242
5262301 5262400 62.232
5262901 5263000 98.96
5263601 5263700 98.96
5264501 5264600 2.04
5264601 5264700 30.606
5267301 5267400 92.838
5267601 5267700 36.727
5268301 5268400 6.121
5268401 5268500 16.323
5268501 5268600 44.889
5268701 5268800 101
5269601 5269700 85.697
5269801 5269900 37.747
5270401 5270500 25.505
5271101 5271200 41.828
5271801 5271900 29.586
5272101 5272200 46.929
5272701 5272800 91.818
5272901 5273000 0
5273401 5273500 44.889
5275101 5275200 29.586
5275401 5275500 35.707
5276501 5276600 51.01
5276801 5276900 101
5278401 5278500 63.253
5281801 5281900 2.04
5284901 5285000 25.505
5287101 5287200 67.333
5287401 5287500 2.04
5287501 5287600 3.061
5288501 5288600 59.172
5289101 5289200 0
5290701 5290800 80.596
5291201 5291300 101
5292301 5292400 27.545
5292401 5292500 67.333
5292801 5292900 40.808
5293501 5293600 33.667
5294001 5294100 98.96
5295301 5295400 101
5297201 5297300 83.657
5298001 5298100 47.949
5300701 5300800 40.808
5301101 5301200 47.949
5301401 5301500 49.99
5302901 5303000 3.061
5303401 5303500 24.485
5303801 5303900 3.061
5305601 5305700 99.98
5306201 5306300 1.02
5306401 5306500 26.525
5306801 5306900 15.303
5307801 5307900 15.303
5308401 5308500 51.01
5309201 5309300 62.232
5309401 5309500 64.273
5311501 5311600 83.657
5312401 5312500 51.01
5313201 5313300 101
5313301 5313400 2.04
5314201 5314300 27.545
5315701 5315800 68.354
5315801 5315900 101
5316401 5316500 62.232
5317201 5317300 2.04
5318101 5318200 2.04
5321301 5321400 22.444
5327801 5327900 0
5328001 5328100 33.667
5328301 5328400 11.222
5329501 5329600 54.071
5329901 5330000 33.667
5330701 5330800 0
5332201 5332300 13.263
5334301 5334400 10.202
5334701 5334800 101
5334901 5335000 43.869
5337801 5337900 38.768
5339101 5339200 14.283
5339201 5339300 101
5339701 5339800 101
5339801 5339900 52.03
5344501 5344600 57.131
5345201 5345300 1.02
5348201 5348300 32.646
5349001 5349100 21.424
5354301 5354400 72.434
5354901 5355000 28.566
5355301 5355400 78.556
5362601 5362700 48.97
5362801 5362900 44.889
5363001 5363100 3.061
5364901 5365000 43.869
5365001 5365100 2.04
5369601 5369700 18.364
5369701 5369800 51.01
5371601 5371700 2.04
5372601 5372700 101
5372701 5372800 44.889
5373001 5373100 0
5373101 5373200 0
5374801 5374900 35.707
5378001 5378100 101
5379401 5379500 0
5383301 5383400 92.838
5383701 5383800 32.646
5384201 5384300 26.525
5385201 5385300 67.333
5385901 5386000 67.333
5386401 5386500 0
5388901 5389000 19.384
5389001 5389100 20.404
5390601 5390700 29.586
5391101 5391200 48.97
5392201 5392300 16.323
5392701 5392800 42.848
5394001 5394100 2.04
5394901 5395000 0
5396001 5396100 2.04
5396801 5396900 55.091
5397801 5397900 2.04
5397901 5398000 0
5398801 5398900 32.646
5399101 5399200 3.061
5400401 5400500 42.848
5401001 5401100 51.01
5401801 5401900 84.677
5401901 5402000 71.414
5402001 5402100 80.596
5402301 5402400 58.152
5402401 5402500 0
5407801 5407900 13.263
5407901 5408000 39.788
5408101 5408200 101
5408501 5408600 29.586
5411201 5411300 25.505
5415601 5415700 28.566
5417401 5417500 0
5419101 5419200 101
5419301 5419400 99.98
5419501 5419600 10.202
5420301 5420400 93.859
5420401 5420500 101
5426001 5426100 80.596
5426201 5426300 0
5426501 5426600 46.929
5430301 5430400 0
5430401 5430500 99.98
5430601 5430700 12.242
5430701 5430800 20.404
5430801 5430900 38.768
5431501 5431600 52.03
5435001 5435100 39.788
5436701 5436800 72.434
5438801 5438900 48.97
5441701 5441800 42.848
5442301 5442400 75.495
5445801 5445900 27.545
5446301 5446400 8.162
5446601 5446700 18.364
5446801 5446900 72.434
5446901 5447000 0
5447101 5447200 0
5447501 5447600 30.606
5447801 5447900 0
5450401 5450500 18.364
5450601 5450700 6.121
5455101 5455200 9.182
5456501 5456600 0
5459601 5459700 40.808
5470101 5470200 0
5470901 5471000 0
5473801 5473900 0
5474701 5474800 79.576
5475701 5475800 40.808
